Date,Ticker,Open,High,Low,Close,Volume,avg_sentiment,SMA_10,RSI,Volatility_10,Sarima_Pred_1,Sarima_Pred_3,Sarima_Pred_7,SarimaH_Pred_1,SarimaH_Pred_3,SarimaH_Pred_7,LSTM_Pred_1,LSTM_Pred_3,LSTM_Pred_7,LSTMH_Pred_1,LSTMH_Pred_3,LSTMH_Pred_7
2020-04-08,AAPL,65.685,66.8425,65.3075,66.5175,168895200,0.0,62.748749999999994,49.30258329685227,0.042162358520399026,,,,,,,,,,,,
2020-04-09,AAPL,67.175,67.5175,66.175,66.9975,161834800,0.0,63.2625,51.549704592227606,0.04238565879273418,,,,,,,,,,,,
2020-04-13,AAPL,67.0775,68.425,66.4575,68.3125,131022800,-0.5,63.501250000000006,52.206016504767334,0.03951205024648895,,,,,,,,,,,,
2020-04-14,AAPL,70.0,72.0625,69.5125,71.7625,194994800,0.0,64.13900000000001,54.033700622289224,0.03624213459908038,,,,,,,,,,,,
2020-04-15,AAPL,70.6,71.5825,70.1575,71.1075,131154400,0.0,64.94500000000001,58.495218207952256,0.03808060865431423,,,,,,,,,,,,
2020-04-16,AAPL,71.845,72.05,70.5875,71.6725,157125200,-0.5,65.69850000000001,57.362667041906846,0.03844802951399225,,,,,,,,,,,,
2020-04-17,AAPL,71.1725,71.7375,69.215,70.7,215250000,0.0,66.84299999999999,58.1122078917725,0.03124922214890783,,,,,,,,,,,,
2020-04-20,AAPL,69.4875,70.42,69.2125,69.2325,130015200,0.0,67.78975,56.287384944254185,0.032813124801767804,,,,,,,,,,,,
2020-04-21,AAPL,69.07,69.3125,66.3575,67.0925,180991600,0.0,68.67775,53.567762674996104,0.033501946004197265,,,,,,,,,,,,
2020-04-22,AAPL,68.4025,69.475,68.05,69.025,116862400,-1.0,68.82525000000001,49.8077176564055,0.02456680627970394,,,,,,,,,,,,
2020-04-23,AAPL,68.9675,70.4375,68.7175,68.7575,124814400,0.0,69.242,52.99969063353113,0.02530411527136843,,,,,,,,,,,,
2020-04-24,AAPL,69.3,70.7525,69.25,70.7425,126161200,0.0,69.466,52.504484327750184,0.024542059423279347,,,,,,,,,,,,
2020-04-27,AAPL,70.45,71.135,69.9875,70.7925,117087600,0.0,69.84049999999999,55.78880133697285,0.025819928192024926,,,,,,,,,,,,
2020-04-28,AAPL,71.27,71.4575,69.55,69.645,112004800,0.0,70.0885,55.8711559120074,0.02537957837670599,,,,,,,,,,,,
2020-04-29,AAPL,71.1825,72.4175,70.9725,71.9325,137280800,0.0,69.87675,53.424128683789284,0.019941893505022054,,,,,,,,,,,,
2020-04-30,AAPL,72.49,73.6325,72.0875,73.45,183064000,-0.4,69.95925000000001,57.40838177402463,0.022692412221561466,,,,,,,,,,,,
2020-05-01,AAPL,71.5625,74.75,71.4625,72.2675,240616800,0.0,70.13700000000001,59.84960012162786,0.02348215183783066,,,,,,,,,,,,
2020-05-04,AAPL,72.2925,73.4225,71.58,73.29,133568000,0.0,70.29375,57.116354639519436,0.023689684983178277,,,,,,,,,,,,
2020-05-05,AAPL,73.765,75.25,73.615,74.39,147751200,0.0,70.69950000000001,58.85710934572356,0.02242887770384041,,,,,,,,,,,,
2020-05-06,AAPL,75.115,75.81,74.7175,75.1575,142333600,0.0,71.42925,60.69607814820564,0.018382223393179423,,,,,,,,,,,,
2020-05-07,AAPL,75.805,76.2925,75.4925,75.935,115215200,0.0,72.04249999999999,61.966915669701905,0.017233963259660888,,,,,,,,,,,,
2020-05-08,AAPL,76.41,77.5875,76.0725,77.5325,133838400,0.0,72.76025000000001,63.25641438208051,0.016659909444088877,,,,,,,,,,,,
2020-05-11,AAPL,77.025,79.2625,76.81,78.7525,145946400,0.0,73.43925,65.80842329696772,0.015843756171146455,,,,,,,,,,,,
2020-05-12,AAPL,79.4575,79.9225,77.7275,77.8525,162301200,0.0,74.23525,67.64706267121407,0.015647555666770653,,,,,,,,,,,,
2020-05-13,AAPL,78.0375,78.9875,75.8025,76.9125,200622400,-0.285714,75.056,64.88905920444205,0.014778742205323166,,,,,,,,,,,,
2020-05-14,AAPL,76.1275,77.4475,75.3825,77.385,158929200,0.2,75.554,62.05773032083597,0.014322254973803914,,,,,,,,,,,,
2020-05-15,AAPL,75.0875,76.975,75.0525,76.9275,166348400,-0.333333,75.94749999999999,62.928877943443275,0.01341680704433833,,,,,,,,,,,,
2020-05-18,AAPL,78.2925,79.125,77.58,78.74,135178400,-1.0,76.4135,61.46485520815499,0.011912733791193179,,,,,,,,,,,,
2020-05-19,AAPL,78.7575,79.63,78.2525,78.285,101729600,0.0,76.9585,64.92827475265722,0.012927562650466006,,,,,,,,,,,,
2020-05-20,AAPL,79.17,79.88,79.13,79.8075,111504800,0.0,77.34799999999998,63.39575909819462,0.013213635635816522,,,,,,,,,,,,
2020-05-21,AAPL,79.665,80.2225,78.9675,79.2125,102688800,0.0,77.813,66.25159613762813,0.013904376643216839,,,,,,,,,,,,
2020-05-22,AAPL,78.9425,79.8075,78.8375,79.7225,81803200,0.0,78.14075,64.15574488448775,0.014431090506432804,,,,,,,,,,,,
2020-05-26,AAPL,80.875,81.06,79.125,79.1825,125522000,0.0,78.35974999999999,65.16770327563441,0.01324229103383125,,,,,,,,,,,,
2020-05-27,AAPL,79.035,79.6775,78.2725,79.5275,112945200,-0.333333,78.40275,63.14528567711693,0.012714563952778556,,,,,,,,,,,,
2020-05-28,AAPL,79.1925,80.86,78.9075,79.5625,133560800,0.0,78.57025,63.911924315780766,0.012013542837556462,,,,,,,,,,,,
2020-05-29,AAPL,79.8125,80.2875,79.1175,79.485,153532400,0.0,78.83525,63.99333711737893,0.010968273082364055,,,,,,,,,,,,
2020-06-01,AAPL,79.4375,80.5875,79.3025,80.4625,80791200,0.0,79.04525000000001,63.65266042907325,0.011004722111220675,,,,,,,,,,,,
2020-06-02,AAPL,80.1875,80.86,79.7325,80.835,87642800,0.0,79.39875,66.09208309990274,0.010921178089368697,,,,,,,,,,,,
2020-06-03,AAPL,81.165,81.55,80.575,81.28,104491200,0.0,79.60825,66.99645640452943,0.008669376760557781,,,,,,,,,,,,
2020-06-04,AAPL,81.0975,81.405,80.195,80.58,87560400,0.0,79.90775000000001,68.08595199151402,0.008168435723374477,,,,,,,,,,,,
2020-06-05,AAPL,80.8375,82.9375,80.8075,82.875,137250400,0.0,79.985,64.49748515896837,0.006916016365451293,,,,,,,,,,,,
2020-06-08,AAPL,82.5625,83.4,81.83,83.365,95654400,1.0,80.35125,70.04360062911763,0.010467456246227837,,,,,,,,,,,,
2020-06-09,AAPL,83.035,86.4025,83.0025,85.9975,147712400,0.0,80.71549999999999,71.07718736518095,0.010458393812633566,,,,,,,,,,,,
2020-06-10,AAPL,86.975,88.6925,86.5225,88.21,166651600,0.0,81.397,75.86962905010836,0.012655367467203745,,,,,,,,,,,,
2020-06-11,AAPL,87.3275,87.765,83.87,83.975,201662400,-0.5,82.26525,79.00262253180229,0.013667877447227311,,,,,,,,,,,,
2020-06-12,AAPL,86.18,86.95,83.555,84.7,200146000,-0.333333,82.70649999999999,62.38982962039803,0.02301854008688573,,,,,,,,,,,,
2020-06-15,AAPL,83.3125,86.42,83.145,85.7475,138808800,1.0,83.228,63.78657907719714,0.0229114341031996,,,,,,,,,,,,
2020-06-16,AAPL,87.865,88.3,86.18,88.02,165428800,0.0,83.75649999999999,65.7553071495417,0.02291335355407175,,,,,,,,,,,,
2020-06-17,AAPL,88.7875,88.85,87.7725,87.8975,114406400,0.0,84.475,69.59718114488994,0.023731470818533374,,,,,,,,,,,,
2020-06-18,AAPL,87.8525,88.3625,87.305,87.9325,96820400,0.5,85.13674999999999,69.14912549923653,0.023937461979245993,,,,,,,,,,,,
2020-06-19,AAPL,88.66,89.14,86.2875,87.43,264476000,0.142857,85.872,69.20980582598997,0.02340128693287817,,,,,,,,,,,,
2020-06-22,AAPL,87.835,89.865,87.7875,89.7175,135445200,0.0,86.3275,67.17728899667625,0.022730332094063686,,,,,,,,,,,,
2020-06-23,AAPL,91.0,93.095,90.5675,91.6325,212155600,-0.333333,86.96275,71.28966684873049,0.02364497298331618,,,,,,,,,,,,
2020-06-24,AAPL,91.25,92.1975,89.63,90.015,192623200,0.0,87.52624999999999,74.19017758850403,0.022695531425282023,,,,,,,,,,,,
2020-06-25,AAPL,90.175,91.25,89.3925,91.21,137522400,0.0,87.70675,67.97538477515985,0.022779335802944452,,,,,,,,,,,,
2020-06-26,AAPL,91.1025,91.33,88.255,88.4075,205256800,0.0,88.43025,69.96682953716939,0.01448451819806072,,,,,,,,,,,,
2020-06-29,AAPL,88.3125,90.5425,87.82,90.445,130646000,0.0,88.801,60.51175357863893,0.019042332089738368,,,,,,,,,,,,
2020-06-30,AAPL,90.02,91.495,90.0,91.2,140223200,0.2,89.27074999999999,64.27263024541142,0.019818900286290318,,,,,,,,,,,,
2020-07-01,AAPL,91.28,91.84,90.9775,91.0275,110737200,0.0,89.58875,65.57434553588752,0.01846935172909406,,,,,,,,,,,,
2020-07-02,AAPL,91.9625,92.6175,90.91,91.0275,114041600,0.0,89.90174999999999,64.99465266425565,0.018485355842644477,,,,,,,,,,,,
2020-07-06,AAPL,92.5,93.945,92.4675,93.4625,118655600,0.0,90.21124999999999,64.99465266425565,0.018493588059649162,,,,,,,,,,,,
2020-07-07,AAPL,93.8525,94.655,93.0575,93.1725,112424400,0.0,90.8145,69.38089657036551,0.019495366288919996,,,,,,,,,,,,
2020-07-08,AAPL,94.18,95.375,94.09,95.3425,117092000,0.0,91.16,68.28902500926239,0.018444931371557213,,,,,,,,,,,,
2020-07-09,AAPL,96.2625,96.3175,94.6725,95.7525,125642800,-0.333333,91.531,71.84175490796079,0.018657930335515795,,,,,,,,,,,,
2020-07-10,AAPL,95.335,95.98,94.705,95.92,90257200,0.0,92.10475,72.46621664522578,0.01703029935731909,,,,,,,,,,,,
2020-07-13,AAPL,97.265,99.955,95.2575,95.4775,191649200,-0.5,92.57575,72.73092330000236,0.016897449081425472,,,,,,,,,,,,
2020-07-14,AAPL,94.84,97.255,93.8775,97.0575,170989200,0.0,93.28275,70.80419858943807,0.012057251357839895,,,,,,,,,,,,
2020-07-15,AAPL,98.99,99.2475,96.49,97.725,153198000,0.25,93.944,73.49080553276113,0.011294471535760665,,,,,,,,,,,,
2020-07-16,AAPL,96.5625,97.405,95.905,96.5225,110577600,0.0,94.5965,74.55082735569799,0.011286540206469697,,,,,,,,,,,,
2020-07-17,AAPL,96.9875,97.1475,95.84,96.3275,92186800,-0.5,95.14599999999999,69.20913656596963,0.012600975562243998,,,,,,,,,,,,
2020-07-20,AAPL,96.4175,98.5,96.0625,98.3575,90318000,0.25,95.676,68.35813718105139,0.0127225670568385,,,,,,,,,,,,
2020-07-21,AAPL,99.1725,99.25,96.7425,97.0,103433200,0.0,96.1655,72.17437470507414,0.011772561839378621,,,,,,,,,,,,
2020-07-22,AAPL,96.6925,97.975,96.6025,97.2725,89001600,0.0,96.54825000000001,66.43362845050325,0.0130281214924251,,,,,,,,,,,,
2020-07-23,AAPL,96.9975,97.0775,92.01,92.845,197004400,0.0,96.74125,66.99819214221709,0.011152740478796844,,,,,,,,,,,,
2020-07-24,AAPL,90.9875,92.97,89.145,92.615,185438800,0.0,96.4505,51.8242922863415,0.01864870142705487,,,,,,,,,,,,
2020-07-27,AAPL,93.71,94.905,93.48,94.81,121214000,0.0,96.12,51.17914386973024,0.018578886829307955,,,,,,,,,,,,
2020-07-28,AAPL,94.3675,94.55,93.2475,93.2525,103625600,-0.333333,96.05325,56.691860787766984,0.02042902451477431,,,,,,,,,,,,
2020-07-29,AAPL,93.75,95.23,93.7125,95.04,90329200,0.5,95.67275,52.20988228777368,0.020026842110120242,,,,,,,,,,,,
2020-07-30,AAPL,94.1875,96.2975,93.7675,96.19,158130000,0.15,95.40424999999999,56.44413628032358,0.021103759683545168,,,,,,,,,,,,
2020-07-31,AAPL,102.885,106.415,100.825,106.26,374336800,0.473684,95.37100000000001,58.95113967841701,0.021264660526590956,,,,,,,,,,,,
2020-08-03,AAPL,108.2,111.637,107.893,108.938,308151200,0.153846,96.36425,73.34509789674557,0.03932247521775436,,,,,,,,,,,,
2020-08-04,AAPL,109.132,110.79,108.387,109.665,173071600,0.285714,97.42229999999999,75.76636155436171,0.03946685987228896,,,,,,,,,,,,
2020-08-05,AAPL,109.378,110.393,108.897,110.062,121776800,0.25,98.68879999999999,76.39016113194833,0.038561115441908794,,,,,,,,,,,,
2020-08-06,AAPL,110.405,114.412,109.798,113.902,202428800,0.0,99.96775,76.74046648343975,0.03853817019157046,,,,,,,,,,,,
2020-08-07,AAPL,113.205,113.675,110.293,111.113,198045600,0.4,102.07345000000001,79.84032094152478,0.03293664225192463,,,,,,,,,,,,
2020-08-10,AAPL,112.6,113.775,110.0,112.728,212403600,0.166667,103.92325000000001,72.3381303002712,0.03533610696017612,,,,,,,,,,,,
2020-08-11,AAPL,111.97,112.482,109.107,109.375,187902400,0.166667,105.71504999999999,73.86192565936234,0.03531699826417881,,,,,,,,,,,,
2020-08-12,AAPL,110.497,113.275,110.298,113.01,165598000,0.5,107.3273,65.79906610309988,0.036971505168250075,,,,,,,,,,,,
2020-08-13,AAPL,114.43,116.043,113.927,115.01,210082000,-0.05,109.12429999999999,69.64760216350383,0.03734304473496993,,,,,,,,,,,,
2020-08-14,AAPL,114.83,115.0,113.045,114.908,165565200,0.0,111.00630000000001,71.53579137863252,0.03728550357386168,,,,,,,,,,,,
2020-08-17,AAPL,116.062,116.088,113.963,114.607,119561600,0.5,111.8711,71.29344557132559,0.022041126263219052,,,,,,,,,,,,
2020-08-18,AAPL,114.353,116.0,114.007,115.562,105633600,-0.142857,112.43800000000002,70.53789391765474,0.021384934358654312,,,,,,,,,,,,
2020-08-19,AAPL,115.982,117.162,115.61,115.707,145538000,-0.25,113.02770000000001,71.56238418761254,0.021403280413917012,,,,,,,,,,,,
2020-08-20,AAPL,115.75,118.393,115.732,118.275,126907200,0.181818,113.5922,71.72234562030881,0.021438880155196096,,,,,,,,,,,,
2020-08-21,AAPL,119.262,124.868,119.25,124.37,338054800,0.0769231,114.02950000000001,74.4495114787789,0.019800034566259922,,,,,,,,,,,,
2020-08-24,AAPL,128.697,128.785,123.938,125.857,345937600,0.133333,115.3552,79.48164934222794,0.022125401707515664,,,,,,,,,,,,
2020-08-25,AAPL,124.698,125.18,123.052,124.825,211495600,0.0555556,116.66810000000001,80.4862523827344,0.02210180369801548,,,,,,,,,,,,
2020-08-26,AAPL,126.18,126.993,125.082,126.522,163022400,0.0,118.21310000000001,77.65892959855938,0.01839631127137901,,,,,,,,,,,,
2020-08-27,AAPL,127.143,127.485,123.832,125.01,155552400,0.266667,119.5643,78.96102733689565,0.01704841318724669,,,,,,,,,,,,
2020-08-28,AAPL,126.012,126.442,124.577,124.808,187630000,0.0,120.5643,74.79933004659657,0.018374502389543537,,,,,,,,,,,,
2020-08-31,AAPL,127.58,131.0,126.0,129.04,225702700,0.0,121.55430000000001,74.23924491307965,0.018417369990762763,,,,,,,,,,,,
2020-09-01,AAPL,132.76,134.8,130.53,134.18,151948100,0.0869565,122.9976,77.94605354703,0.019564986753487692,,,,,,,,,,,,
2020-09-02,AAPL,137.59,137.98,127.0,131.4,200119000,-0.0588235,124.85940000000001,81.4243478832835,0.02134566105772071,,,,,,,,,,,,
2020-09-03,AAPL,126.91,128.84,120.5,120.88,257599600,0.0,126.4287,74.6057192805833,0.023921968418172977,,,,,,,,,,,,
2020-09-04,AAPL,120.07,123.7,110.89,120.96,332607200,0.04,126.6892,55.69548516491193,0.03755211969843664,,,,,,,,,,,,
2020-09-08,AAPL,113.95,118.99,112.68,112.82,231366600,0.0,126.34819999999999,55.786794306320616,0.033441876530983176,,,,,,,,,,,,
2020-09-09,AAPL,117.26,119.14,115.26,117.32,176940500,0.0625,125.04450000000001,45.55214920488237,0.03867921349165753,,,,,,,,,,,,
2020-09-10,AAPL,120.36,120.5,112.5,113.49,182274400,-0.105263,124.29400000000001,50.88884958965851,0.04181527465438442,,,,,,,,,,,,
2020-09-11,AAPL,114.57,115.23,110.0,112.0,180860300,0.0869565,122.99080000000001,46.71357830177814,0.04204046312800574,,,,,,,,,,,,
2020-09-14,AAPL,114.72,115.93,112.8,115.36,140150100,0.0625,121.68980000000002,45.168850984924994,0.04204818965421534,,,,,,,,,,,,
2020-09-15,AAPL,118.33,118.83,113.61,115.54,184642000,-0.16,120.74499999999998,49.22552720095918,0.04390600690710492,,,,,,,,,,,,
2020-09-16,AAPL,115.23,116.0,112.04,112.13,154679000,0.117647,119.39499999999998,49.440233363996015,0.04169686178488916,,,,,,,,,,,,
2020-09-17,AAPL,109.72,112.2,108.71,110.34,178011000,-0.12,117.19000000000001,45.53216223123327,0.038061059654653506,,,,,,,,,,,,
2020-09-18,AAPL,110.4,110.88,106.09,106.84,287104900,0.103448,115.08399999999999,43.594083673350575,0.038040880368166254,,,,,,,,,,,,
2020-09-21,AAPL,104.54,110.19,103.1,110.08,195713800,-0.3,113.67999999999999,40.02495510643436,0.03161654645798866,,,,,,,,,,,,
2020-09-22,AAPL,112.68,112.86,109.16,111.81,183055400,-0.0666667,112.59200000000001,44.52936559440074,0.03420311549552444,,,,,,,,,,,,
2020-09-23,AAPL,111.62,112.11,106.77,107.12,150718700,0.125,112.49100000000001,46.814566557969684,0.02794274071335894,,,,,,,,,,,,
2020-09-24,AAPL,105.17,110.25,105.0,108.22,167743300,0.0,111.471,41.81138994551923,0.02674220236001334,,,,,,,,,,,,
2020-09-25,AAPL,108.43,112.44,107.67,112.28,149981400,-0.125,110.944,43.3332550515785,0.02590854629421333,,,,,,,,,,,,
2020-09-28,AAPL,115.01,115.32,112.78,114.96,137672400,0.0,110.97200000000001,48.64478128808041,0.028808992394466486,,,,,,,,,,,,
